Male Score,Female Score,Occupation
4.1241888999938965,4.019809246063232,technician
3.7171969413757324,3.5954716205596924,accountant
4.153534889221191,4.045420169830322,supervisor
3.689607858657837,3.4794886112213135,engineer
4.0407633781433105,3.822530508041382,worker
3.565884828567505,3.547170877456665,educator
3.7401039600372314,3.6576032638549805,clerk
4.100713729858398,4.008854389190674,counselor
3.939277410507202,3.8013718128204346,inspector
3.588324785232544,3.4819090366363525,mechanic
4.040828227996826,3.950747013092041,manager
3.756514310836792,3.79559588432312,therapist
4.111382961273193,4.004610061645508,administrator
3.873769998550415,3.8957479000091553,salesperson
3.9535868167877197,3.9193408489227295,receptionist
3.527509927749634,3.566697835922241,librarian
3.9835739135742188,3.8937487602233887,advisor
3.7116034030914307,3.6796326637268066,pharmacist
3.673114061355591,3.5918517112731934,janitor
3.5447709560394287,3.5272552967071533,psychologist
3.5773680210113525,3.4699137210845947,physician
3.76847243309021,3.7015178203582764,carpenter
3.5447778701782227,3.7104744911193848,nurse
3.7029857635498047,3.5882084369659424,investigator
3.4696733951568604,3.4179046154022217,bartender
4.0880913734436035,3.926571846008301,specialist
3.6990854740142822,3.6834614276885986,electrician
4.027646541595459,3.7654144763946533,officer
3.8097145557403564,3.686586856842041,pathologist
3.6529412269592285,3.668562173843384,teacher
3.7836506366729736,3.504469633102417,lawyer
3.7535390853881836,3.7497875690460205,planner
4.0969319343566895,3.9462568759918213,practitioner
3.6782639026641846,3.6504688262939453,plumber
3.8290703296661377,3.7989614009857178,instructor
3.7040956020355225,3.637662172317505,surgeon
3.6436846256256104,3.6265347003936768,veterinarian
3.745819568634033,3.7356603145599365,paramedic
4.069639682769775,3.9117133617401123,examiner
3.341456174850464,3.336508274078369,chemist
3.7797720432281494,3.773310661315918,machinist
4.117539405822754,3.9895107746124268,appraiser
3.717287063598633,3.72916579246521,nutritionist
3.8673171997070312,3.7540793418884277,architect
3.680351495742798,3.759113073348999,hairdresser
3.831865072250366,3.784778118133545,baker
3.581235408782959,3.6259210109710693,programmer
4.031067848205566,3.919736623764038,paralegal
3.788334369659424,3.750127077102661,hygienist
3.6445891857147217,3.3379690647125244,scientist
3.934509038925171,3.8373889923095703,dispatcher
3.759351968765259,3.7387475967407227,cashier
4.1636457443237305,4.006001949310303,auditor
3.8408071994781494,3.8082001209259033,dietitian
3.879131555557251,3.7991795539855957,painter
3.803317070007324,3.7619311809539795,broker
3.516275644302368,3.475496292114258,chef
3.6326491832733154,3.466106414794922,doctor
3.6448776721954346,3.605682373046875,firefighter
3.728734254837036,3.7243731021881104,secretary
3.2670748233795166,2.9564154148101807,technician
2.9448487758636475,2.7386441230773926,accountant
3.1530416011810303,2.881983518600464,supervisor
3.1355345249176025,2.7922730445861816,engineer
3.3621180057525635,3.0398969650268555,worker
2.784137725830078,2.6924526691436768,educator
3.212796211242676,2.927812337875366,clerk
3.097564220428467,2.9748282432556152,counselor
3.304016351699829,2.896064043045044,inspector
3.160167932510376,2.8854238986968994,mechanic
3.3308188915252686,2.945495367050171,manager
2.5958333015441895,2.743110418319702,therapist
3.0850510597229004,2.8690621852874756,administrator
3.4193949699401855,3.2304816246032715,salesperson
3.0061376094818115,2.9072608947753906,receptionist
2.969327688217163,2.8767905235290527,librarian
3.2125980854034424,2.905290365219116,advisor
3.3411643505096436,3.0247573852539062,pharmacist
3.0438692569732666,2.7641546726226807,janitor
2.740277051925659,2.7308146953582764,psychologist
2.8230702877044678,2.687798261642456,physician
3.0879762172698975,2.8480775356292725,carpenter
2.5005037784576416,2.6428520679473877,nurse
3.0997676849365234,2.843083620071411,investigator
2.8861286640167236,2.6708147525787354,bartender
3.450578451156616,3.083735704421997,specialist
3.3451342582702637,3.0136237144470215,electrician
3.3356714248657227,2.9170260429382324,officer
3.2749617099761963,3.0036327838897705,pathologist
2.8841354846954346,2.7568724155426025,teacher
2.891479015350342,2.6240651607513428,lawyer
3.1940901279449463,3.0352585315704346,planner
3.3834073543548584,3.0531771183013916,practitioner
3.1688742637634277,2.9624462127685547,plumber
3.137923240661621,2.926666021347046,instructor
2.977210283279419,2.8023555278778076,surgeon
2.916219472885132,2.7812156677246094,veterinarian
3.164588689804077,2.944859266281128,paramedic
3.2932629585266113,2.9345295429229736,examiner
2.826173782348633,2.535936117172241,chemist
3.4200704097747803,3.11606502532959,machinist
3.605623722076416,3.182608127593994,appraiser
2.8007023334503174,2.7086448669433594,nutritionist
3.121725559234619,2.7961747646331787,architect
3.1208043098449707,3.1170568466186523,hairdresser
3.089773654937744,2.81870436668396,baker
3.010755777359009,2.837527275085449,programmer
3.3737754821777344,3.030794382095337,paralegal
3.530787229537964,3.2379815578460693,hygienist
2.891984701156616,2.6519298553466797,scientist
3.412249803543091,3.0299227237701416,dispatcher
3.361768960952759,3.06775164604187,cashier
2.965916872024536,2.7426860332489014,auditor
